staging.directvplay.com,dtv-cert.tbxnet.com,Subdomain Takeover,High
directvla.com,http://directvla.com/css/normalize.css,Phishing,low
directvla.com,http://directvla.com/cycle.opts,Phishing,low
directvla.com,http://directvla.com/directv_files/fond_box.jpg,Phishing,low
directvla.com,http://directvla.com/directv_files/fond_box1.jpg,Phishing,low
directvla.com,http://directvla.com/directv_files/im_perfil.jpg,Phishing,low
directvla.com,http://directvla.com/directvcinemaplus,Phishing,low
directvla.com,http://directvla.com/directvcinemaplusbeca,Phishing,low
directvla.com,http://directvla.com/directvcinemaplusbecas,Phishing,low
directvla.com,http://directvla.com/directvcinemaplusfavicon.ico,Phishing,low
directvla.com,http://directvla.com/directvcinemaplusrobots.txt,Phishing,low
directvla.com,http://directvla.com/dvrscheduler,Phishing,low
directvla.com,http://directvla.com/empleo,Phishing,low
directvla.com,http://directvla.com/experienciaondemand,Phishing,low
directvla.com,http://directvla.com/favicon.ico,Phishing,low
directvla.com,http://directvla.com/flash-qts/video1.flv,Phishing,low
directvla.com,http://directvla.com/flash-qts/video2.flv,Phishing,low
directvla.com,http://directvla.com/flash-qts/video3.flv,Phishing,low
directvla.com,http://directvla.com/flash-qts/video4.flv,Phishing,low
directvla.com,http://directvla.com/gtm.js,Phishing,low
directvla.com,http://directvla.com/hbo,Phishing,low
directvla.com,http://directvla.com/img//img-map-mini.jpg,Phishing,low
directvla.com,http://directvla.com/img/accion_generacion.png,Phishing,low
directvla.com,http://directvla.com/img/arrow_home.png,Phishing,low
directvla.com,http://directvla.com/img/back_home_border.png,Phishing,low
directvla.com,http://directvla.com/img/banners/bot_banner_hd_dtv_01.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_acess.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_acess_04.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_controlplus.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_controlplus_04.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_fifa.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_fifa_04.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_hd.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_hd_04.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_ondtv.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_ondtv_03.jpg,Phishing,low
directvla.com,http://directvla.com/img/banners/top_banner_plus.jpg,Phishing,low
directvla.com,http://directvla.com/img/bg-countries-ie.jpg,Phishing,low
directvla.com,http://directvla.com/img/bg_close.jpg,Phishing,low
directvla.com,http://directvla.com/img/bg_close_company_profile.jpg,Phishing,low
directvla.com,http://directvla.com/img/bg_content.jpg,Phishing,low
directvla.com,http://directvla.com/img/bg_h3-int.jpg,Phishing,low
directvla.com,http://directvla.com/img/bg_h3-lista.jpg,Phishing,low
directvla.com,http://directvla.com/img/bg_header-int.jpg,Phishing,low
directvla.com,http://directvla.com/img/bg_lang.png,Phishing,low
directvla.com,http://directvla.com/img/bg_lista.png,Phishing,low
directvla.com,http://directvla.com/img/bg_lt_selector_bar.png,Phishing,low
directvla.com,http://directvla.com/img/bg_rb_selector_bar_btm.png,Phishing,low
directvla.com,http://directvla.com/img/bg_selector_bar.png,Phishing,low
directvla.com,http://directvla.com/img/bg_selector_bar_btm.png,Phishing,low
directvla.com,http://directvla.com/img/blue-line.jpg,Phishing,low
directvla.com,http://directvla.com/img/box_bg_gradient.png,Phishing,low
directvla.com,http://directvla.com/img/box_btm_rounded.png,Phishing,low
directvla.com,http://directvla.com/img/box_top_rounded.png,Phishing,low
directvla.com,http://directvla.com/img/bullet_combos_profile.jpg,Phishing,low
directvla.com,http://directvla.com/img/bullet_country_selector.png,Phishing,low
directvla.com,http://directvla.com/img/bullet_rounded.png,Phishing,low
directvla.com,http://directvla.com/img/bullet_rounded_current.png,Phishing,low
directvla.com,http://directvla.com/img/company_profile.jpg,Phishing,low
directvla.com,http://directvla.com/img/eco_directv.png,Phishing,low
directvla.com,http://directvla.com/img/escuela.png,Phishing,low
directvla.com,http://directvla.com/img/flagAn.png,Phishing,low
directvla.com,http://directvla.com/img/flagAr.png,Phishing,low
directvla.com,http://directvla.com/img/flagBb.png,Phishing,low
directvla.com,http://directvla.com/img/flagCl.png,Phishing,low
directvla.com,http://directvla.com/img/flagCo.png,Phishing,low
directvla.com,http://directvla.com/img/flagEc.png,Phishing,low
directvla.com,http://directvla.com/img/flagPe.png,Phishing,low
directvla.com,http://directvla.com/img/flagPr.png,Phishing,low
directvla.com,http://directvla.com/img/flagRe.png,Phishing,low
directvla.com,http://directvla.com/img/flagTt.png,Phishing,low
directvla.com,http://directvla.com/img/flagUy.png,Phishing,low
directvla.com,http://directvla.com/img/flagVe.png,Phishing,low
directvla.com,http://directvla.com/img/generacion_directv.png,Phishing,low
directvla.com,http://directvla.com/img/img-eco-directv.jpg,Phishing,low
directvla.com,http://directvla.com/img/img-forums.jpg,Phishing,low
directvla.com,http://directvla.com/img/img-logo.png,Phishing,low
directvla.com,http://directvla.com/img/img-logos-partner.png,Phishing,low
directvla.com,http://directvla.com/img/logo.png,Phishing,low
directvla.com,http://directvla.com/img/piedra_papel_tijera.png,Phishing,low
directvla.com,http://directvla.com/img/programacion/01.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/02.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/03.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/Abierto_de_Australia.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/El_Barco.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/The_Rolling_Stones_Live.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/abril-2013/Later-With-Jools-Holland-35.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/abril-2013/Masters-de-Augusta.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/abril-2013/Skyfall.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/agosto-2013/destacado-bbva.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/agosto-2013/django.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/agosto-2013/premier-legue.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/agosto-2013/the-hour.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/amor-a-distancia.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/avatar_2.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/boardwalkempire.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/boxeo.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/buscando-america.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/julio-2013/luna.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/julio-2013/ralph.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/julio-2013/wimbledon-2013.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/junio-2013/El-Vuelo.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/junio-2013/Tierra-de-Lobos.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/junio-2013/Wimbledon-2013.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/la-isla-siniestra.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/la_propuesta.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/mayo-2013/Final-Copa-del-Rey.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/mayo-2013/Life-of-Pi.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/mayo-2013/OnStage-Bon-Jovi.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/missuniverso.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/modern_family.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-01-mayo.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-01-septiembre.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-01.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-02-mayo.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-02-septiembre.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-02.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-03-mayo.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-03-septiembre.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/programacion-03.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/secreto_en_la_montana.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/thehurtlocker.jpg,Phishing,low
directvla.com,http://directvla.com/img/programacion/woody_allen.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/Access-Enero-2013.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/MLB-Extra.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/Roland-Garros.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/UEFA-Champions-League.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-Abril-2013.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-abril.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-agosto-2013.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-julio-2013.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-junio-2013.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-mayo-2012.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-mayo-2013.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-noviembre.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-octubre.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-rango.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access-septiembre-2012.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access_2010-11.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access_2010-12.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/access_octubre.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/championsleague.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/copa-euroamericana.jpg,Phishing,low
directvla.com,http://directvla.com/img/promociones/nfl.jpg,Phishing,low
directvla.com,http://directvla.com/img/right_box_bg_gradient.png,Phishing,low
directvla.com,http://directvla.com/img/right_box_btm_rounded.png,Phishing,low
directvla.com,http://directvla.com/img/right_box_top_rounded-countries.png,Phishing,low
directvla.com,http://directvla.com/img/right_box_top_rounded.png,Phishing,low
directvla.com,http://directvla.com/img/the_forum.png,Phishing,low
directvla.com,http://directvla.com/index_en.aspx,Phishing,low
directvla.com,http://directvla.com/index_po.html,Phishing,low
directvla.com,http://directvla.com/js/flickity.pkgd.min.js,Phishing,low
directvla.com,http://directvla.com/js/jquery-1.3.2.min.js,Phishing,low
directvla.com,http://directvla.com/js/jquery-1.js,Phishing,low
directvla.com,http://directvla.com/js/jquery.cycle.min.js,Phishing,low
directvla.com,http://directvla.com/js/jquery.js,Phishing,low
directvla.com,http://directvla.com/js/min/scripts-min.js,Phishing,low
directvla.com,http://directvla.com/js/modernizr.custom.js,Phishing,low
directvla.com,http://directvla.com/js/shadowbox-2.0.js,Phishing,low
directvla.com,http://directvla.com/js/swfobject.js,Phishing,low
directvla.com,http://directvla.com/js/videolist.js,Phishing,low
directvla.com,http://directvla.com/js/waypoints.min.js,Phishing,low
directvla.com,http://directvla.com/ligaBBVA,Phishing,low
directvla.com,http://directvla.com/ligaespanola,Phishing,low
directvla.com,http://directvla.com/ligaitaliana,Phishing,low
directvla.com,http://directvla.com/logos.xml,Phishing,low
directvla.com,http://directvla.com/newcc/background.jpg,Phishing,low
directvla.com,http://directvla.com/newcc/grid4.swf,Phishing,low
directvla.com,http://directvla.com/newcc/newmenu2.swf,Phishing,low
directvla.com,http://directvla.com/newcc/topbar6.swf,Phishing,low
directvla.com,http://directvla.com/paises/br,Phishing,low
directvla.com,http://directvla.com/paises/brazil/,Phishing,low
directvla.com,http://directvla.com/paises/colombia,Phishing,low
directvla.com,http://directvla.com/responsabilidad-social.aspx,Phishing,low
directvla.com,http://directvla.com/robots.txt,Phishing,low
directvla.com,http://directvla.com/seriea,Phishing,low
directvla.com,http://directvla.com/swf/channel-slider/channel-slider.swf?source=swf/channel-slider/data.xml,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product1.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product1bw.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product2.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product2bw.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product3.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product3bw.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product4.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product4bw.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product5.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product5bw.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product6.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product6bw.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product7.png,Phishing,low
directvla.com,http://directvla.com/swf/products/logos/product7bw.png,Phishing,low
directvla.com,http://directvla.com/swf/products/products/product1.png,Phishing,low
directvla.com,http://directvla.com/swf/products/products/product2.png,Phishing,low
directvla.com,http://directvla.com/swf/products/products/product3.png,Phishing,low
directvla.com,http://directvla.com/swf/products/products/product4.png,Phishing,low
directvla.com,http://directvla.com/swf/products/products/product5.png,Phishing,low
directvla.com,http://directvla.com/swf/products/products/product6.png,Phishing,low
directvla.com,http://directvla.com/swf/products/products/product7.png,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/Cinema.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/DIRECTV-Play-big.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/DIRECTV-Play.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/DODbig.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/GameLounge.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/GameLoungebig.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/HDbig.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/Nueva-Programacion-DTV-Sports.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/ONDIRECTV.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/TODO-EL-DEPORTE-EN-UN-SOLO-LUGAR_big.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/directv-cinema.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/directv-sports.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/directvsportsbig.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/kingdom.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/liga-bbva-big.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/liga-bbva.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/ligas-europeas-big.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/ligas-europeas.jpg,Phishing,low
directvla.com,http://directvla.com/swf/video/thumbs/video-3d.jpg,Phishing,low
directvla.com,http://directvla.com/uefa,Phishing,low
directvla.com,http://directvla.com/undefined,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIBDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBQ9KdW50YSBEaXJlY3RpdmFkAgcPFgIfAQU0PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIBDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBQ9KdW50YSBEaXJlY3RpdmFkAgcPFgIfAQU0PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vZW1wbGVvJz5FbXBsZW9zPC9hPmQCCQ8WAh8BBT48YSBocmVmPSdjb3VudHJpZXMuYXNweD91cmxmcm9tPS9jb250YWN0ZW5vcyc+Q29udMOhY3Rlbm9zPC9hPmRk,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIBDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBQ9KdW50YSBEaXJlY3RpdmFkAgcPFgIfAQU0PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vZW1wbGVvJz5FbXBsZW9zPC9hPmQCCQ8WAh8BBT48YSBocmVmPSdjb3VudHJpZXMuYXNweD91cmxmcm9tPS9jb250YWN0ZW5vcyc+Q29udMOhY3Rlbm9zPC9hPmRk4RmLlMzud0+mLiam3i+nsAuXjDs=,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIBDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBQ9KdW50YSBEaXJlY3RpdmFkAgcPFgIfAQU0PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vZW1wbGVvJz5FbXBsZW9zPC9hPmQCCQ8WAh8BBT48YSBocmVmPSdjb3VudHJpZXMuYXNweD91cmxmcm9tPS9jb250YWN0ZW5vcyc+Q29udMOhY3Rlbm9zPC9hPmRkOzvWxG51Tr9wIU51o0OimDnXBvs=,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIBDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBQ9KdW50YSBEaXJlY3RpdmFkAgcPFgIfAQU0PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vZW1wbGVvJz5FbXBsZW9zPC9hPmQCCQ8WAh8BBT48YSBocmVmPSdjb3VudHJpZXMuYXNweD91cmxmcm9tPS9jb250YWN0ZW5vcyc+Q29udMOhY3Rlbm9zPC9hPmRkbwV0MbcWguNL/lL/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIBDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBQ9KdW50YSBEaXJlY3RpdmFkAgcPFgIfAQU0PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vZW1wbGVvJz5FbXBsZW9zPC9hPmQCCQ8WAh8BBT48YSBocmVmPSdjb3VudHJpZXMuYXNweD91cmxmcm9tPS9jb250YWN0ZW5vcyc+Q29udMOhY3Rlbm9zPC9hPmRkbwV0MbcWguNL/lL/FuNIUbSFaj0=,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc%20RW1wbGVvczwvYT5kAgkPFgIfAQU%20PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZCTL9cSnfp%20/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc%20RW1wbGVvczwvYT5kAgkPFgIfAQU%20PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZCTL9cSnfp%20/2YUiZcOpaEU4D6YM,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc%20RW1wbGVvczwvYT5kAgkPFgIfAQU%20PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZOlWa4i5oyl%2058CfVqo/t/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc%20RW1wbGVvczwvYT5kAgkPFgIfAQU%20PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZOlWa4i5oyl%2058CfVqo/t/GCF57r,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAQU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAQU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZA==,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAQU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZCTL9cSnfp+/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAQU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZCTL9cSnfp+/2YUiZcOpaEU4D6YM,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAQU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZLMDB9TWtoypAhF95f9bMN6O5/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAQU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZLMDB9TWtoypAhF95f9bMN6O5/6F,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAQU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZOlWa4i5oyl+58CfVqo/t/%2fcountries.aspx%3furlfrom%3d%2fRejected-By-UrlScan,Phishing,low
directvla.com,http://directvla.com/wEPDwUJLTE5MDcyOTYwD2QWAgIDD2QWAgIDD2QWBgIFDxYEHgVjbGFzcwUHY3VycmVudB4JaW5uZXJodG1sBRZSZXNwb25zYWJpbGlkYWQgU29jaWFsZAIHDxYCHwEFNDxhIGhyZWY9J2NvdW50cmllcy5hc3B4P3VybGZyb209L2VtcGxlbyc+RW1wbGVvczwvYT5kAgkPFgIfAQU+PGEgaHJlZj0nY291bnRyaWVzLmFzcHg/dXJsZnJvbT0vY29udGFjdGVub3MnPkNvbnTDoWN0ZW5vczwvYT5kZOlWa4i5oyl+58CfVqo/t/GCF57r,Phishing,low
